City_Name,Longitude,Latitude,Overall_Rank,General_Fund_Reserves_Rank,Debt_Burden_Rank,Liquidity_Rank,Revenue_Trends_Rank,Pension_Obligations_Rank,Pension_Funding_Rank,Pension_Costs_Rank,Future_Pension_Costs_Rank,OPEB_Obligations_Rank,OPEB_Funding_Rank,Overall_Risk,General_Fund_Reserves_Risk,Debt_Burden_Risk,Liquidity_Risk,Revenue_Trends_Risk,Pension_Obligations_Risk,Pension_Funding_Risk,Pension_Costs_Risk,Future_Pension_Costs_Risk,OPEB_Obligations_Risk,OPEB_Funding_Risk,Overall_Points,General_Fund_Reserves_Points,Debt_Burden_Points,Liquidity_Points,Revenue_Trends_Points,Pension_Obligations_Points,Pension_Funding_Points,Pension_Costs_Points,Future_Pension_Costs_Points,OPEB_Obligations_Points,OPEB_Funding_Points,General_Fund_Reserves_Ratio,Debt_Burden_Ratio,Liquidity_Ratio,Revenue_Trends_Ratio,Pension_Obligations_Ratio,Pension_Funding_Ratio,Pension_Costs_Ratio,Future_Pension_Costs_Ratio,OPEB_Obligations_Ratio,OPEB_Funding_Ratio,Population,Unemployment_rate,General_Fund_Cash_and_Investments,General_Fund_Liabilities,Primary_Government_Long_Term_Obligations_Excluding_Retirement_Obligations,Government_Wide_Revenue,Change_GF_Unrestricted_Fund_Balances,GF_Unrestricted_Fund_Balances,GF_Expenditures_Transfers_Out,GF_Unrestricted_FB_PY_PY,GF_Unrestricted_FB_PY,GF_Unrestricted_FB_CY,GF_Rev_PY_PY,GF_Rev_PY,GF_Rev_CY,Net_Pension_Liability_or_Asset,Pension_Related_Debt,Pension_Assets,Accrued_Pension_Liabilities,Actuarially_Determined_Pension_Contributions,Projected_Pension_Contribution,Net_OPEB_Liability_or_Asset
Agoura Hills,-118.7655456,34.1481692,263,170,168,58,109,337,294,354,327,74,302,Low,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,MODERATE,76.85,15.92,12.25,10,2.75,10,3.85,4.44,3.89,10,3.75,0.48,0.53,4.38,0.02,0.19,0.77,0.02,0.04,0.03,0.75,19881,0.103,6523639,1488562,13587600,25790914,-0.12,8354385,17487063,10736584,9587957,8354385,15994083,16591561,16348770,4899474,0,18669054,24091133,633776,1022954,656122
Alameda,-121.899142,37.6090291,186,243,232,58,238,85,12,123,94,35,172,Moderate,LOW,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,68.73,21.28,13.66,10,3.13,4.08,3.25,2.78,1.39,8.56,0.6,0.55,0.36,7.24,0.05,0.99,0.65,0.08,0.13,0.43,0.12,78841,0.085,52004745,7182594,96309969,269966475,0.17,53634807,97529266,40426963,39618996,53634807,97332735,99639351,106471286,267840743,0,526820898,809905076,22010042,36311735,116942589
Albany,-122.2978,37.8869,101,188,125,58,27,75,116,61,57,74,1,Moderate,LOW,MODERATE,LOW,HIGH,HIGH,MODERATE,HIGH,HIGH,LOW,HIGH,60.13,16.97,10.83,10,2.13,3.6,3.55,2.22,0.83,10,0,0.43,0.7,2.63,-0.03,1.05,0.71,0.1,0.15,0.09,0,20031,0.067,11827857,4500554,24762576,35378704,1.7,8745093,20116277,NA,3243041,8745093,NA,20481005,19827362,37146108,0,97788819,137957439,3581900,5346210,3065019
Alhambra,-118.127,34.0953,66,108,208,58,81,42,94,19,41,74,1,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,55.53,11.81,13.24,10,2.63,2.4,3.5,1.39,0.56,10,0,0.34,0.41,3.34,0.01,1.2,0.7,0.13,0.16,0.22,0,83261,0.129,19661312,5892763,49291925,121231589,-0.04,23341523,69669385,24968370,25558005,23341523,65023238,66612073,66260344,145248968,0,351699679,501456580,15228829,19995160,26742592
Aliso Viejo,-117.7258122,33.5761376,357,309,163,58,27,337,368,388,382,74,1,Low,LOW,MODERATE,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,87.75,30,12.16,10,2.13,10,4.3,4.72,4.44,10,0,1.72,0.54,24.93,-0.03,0.03,0.86,0.01,0.02,0.01,0,50412,0.075,29473356,1182025,13480892,25172175,0.04,32734433,19068426,30335238,32375144,32734433,20217610,20264249,19000653,871568,0,6439008,7475971,274755,387540,363669
American Canyon,-122.255183,38.1785248,282,213,283,58,49,297,294,230,355,74,260,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,HIGH,79.28,18.76,14.58,10,2.38,9.28,3.85,3.61,4.17,10,2.65,0.49,0.25,5.95,-0.01,0.34,0.77,0.05,0.03,0.15,0.53,19957,0.1,10109280,1698692,11215021,45579249,0.14,10028201,20579626,7878782,9582105,10028201,19247202,20344391,18809977,15597588,0,29083238,37612572,2101460,1522272,6874448
Anaheim,-117.911732,33.8347516,8,12,24,20,49,182,116,149,130,74,227,High,HIGH,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,38.49,1.58,3.17,4,2.38,6.96,3.55,3.06,1.94,10,1.85,0.05,1.62,0.8,-0.01,0.63,0.71,0.07,0.11,0.13,0.37,353676,0.105,56641000,70575000,2017362000,1248256000,-0.27,19956000,439209000,52564000,58676000,19956000,389799000,412996000,379206000,790303000,0,2033246111,2868091423,86071000,131393851,161507000
Anderson,-122.2973,40.4482,196,170,271,53,302,109,160,91,94,74,325,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,69.7,15.92,14.41,8.7,3.38,4.8,3.6,2.5,1.39,10,5,0.42,0.27,1.74,0.07,0.9,0.72,0.09,0.13,NA,NA,10565,0.078,993048,571668,3982106,14818978,0.13,3733444,8928286,2957093,3600481,3733444,8001944,9507180,9045607,12521506,885348,34338391,47903644,1271597,1987513,NA
Angels Camp,-120.540503,38.0695732,269,288,222,58,347,216,226,189,182,25,147,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,77.88,25.66,13.41,10,3.63,7.6,3.7,3.33,2.5,8,0.05,0.65,0.39,6.12,0.09,0.55,0.74,0.06,0.09,0.5,0.01,3963,0.056,1954729,319375,3964731,10245427,0.29,2542228,3883398,1549696,2119885,2542228,3419248,3506079,3994978,5655420,0,16804551,22839383,634108,885976,5116228
Antioch,-121.805789,38.0049214,302,297,309,58,397,137,94,123,107,74,222,Low,LOW,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,81.44,26.57,15,10,4.25,5.92,3.5,2.78,1.67,10,1.75,0.68,0.09,6.95,0.14,0.76,0.7,0.08,0.12,0.16,0.35,111605,0.12,45041516,6483862,14114787,152339207,0.18,47604565,69553820,34471225,43254201,47604565,54696347,62553786,70499960,115202765,0,283720744,407488401,12810953,18329162,23809819
Apple Valley,-117.1859,34.5008,148,33,309,58,109,337,160,388,355,74,1,Moderate,HIGH,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,65.37,5.13,15,10,2.75,10,3.6,4.72,4.17,10,0,0.13,0.19,2.7,0.02,0.19,0.72,0.01,0.03,0.06,0,74061,0.095,3289836,1218665,14508357,77068200,0.96,4355476,32276658,1770927,5534347,4355476,28335812,28385391,29129600,14618763,0,39279060,54901391,1133620,2479379,4498502
Arcadia,-118.0401497,34.1362075,85,156,295,58,153,1,12,9,1,74,192,Moderate,MODERATE,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,58.09,15.29,14.74,10,2.88,0,3.25,0.83,0,10,1.1,0.44,0.23,10.46,0.03,1.58,0.65,0.15,0.23,0.15,0.22,56323,0.1,25282831,2417469,21406852,95010272,-0.03,28596664,64284072,30055362,28376434,28596664,59565925,61952159,62749745,150067720,0,287353812,443125405,14498486,21521300,14549506
Arroyo Grande,-120.5785796,35.1235374,213,205,309,58,196,200,322,149,130,74,1,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,72.3,18.12,15,10,3,7.28,3.9,3.06,1.94,10,0,0.51,0.07,3.69,0.04,0.59,0.78,0.07,0.11,0.2,0,17821,0.041,11264034,3049854,2104250,30793159,0.01,10457598,20474153,10276752,9796073,10457598,17337237,18377074,18669385,18121851,0,71151885,91338625,2204582,3431790,6232959
Arvin,-118.828431,35.209129,63,24,144,1,81,337,294,316,296,74,325,Moderate,HIGH,MODERATE,HIGH,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,55.18,4.34,11.58,0,2.63,10,3.85,4.17,3.61,10,5,0.11,0.61,0,0.01,0.2,0.77,0.03,0.05,NA,NA,21757,0.121,0,2864529,8605099,14109719,268.69,701516,6160672,484,259754,701516,6386388,6360627,6459200,2827519,0,10633756,13864422,435220,715622,NA
Atascadero,-120.6707255,35.4894169,199,244,186,58,196,125,160,61,94,74,1,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,LOW,HIGH,69.85,21.38,12.74,10,3,5.52,3.6,2.22,1.39,10,0,0.57,0.47,10.22,0.04,0.81,0.72,0.1,0.13,0.01,0,30254,0.073,13749038,1345714,16577675,35056582,0.11,13983946,24718169,11402478,13431089,13983946,23556455,24297478,25364683,28437309,0,78476750,109103334,3366536,4482018,215480
Atherton,-122.2058272,37.453773,344,309,246,58,238,164,160,189,130,74,296,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,85.97,30,13.91,10,3.13,6.56,3.6,3.33,1.94,10,3.5,1.26,0.33,6.23,0.05,0.68,0.72,0.06,0.11,0.12,0.7,7011,0.087,32013100,5140012,8638532,25972105,0.26,27184686,21534816,17288313,22741122,27184686,16647068,18689035,18319800,17644864,0,48417348,67676966,1683105,2782265,3105300
Atwater,-120.6034,37.3478,106,81,93,41,329,313,36,271,355,74,1,Moderate,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,LOW,LOW,LOW,HIGH,60.7,9.47,9.5,7.3,3.5,9.52,3.35,3.89,4.17,10,0,0.24,0.86,1.46,0.08,0.31,0.67,0.04,0.03,0.22,0,30296,0.121,5055135,3464246,75054251,87310385,2.5,3097274,13008571,-1497015,683923,3097274,12900929,14034365,15056830,27135766,0,56490236,84266409,3670999,3008853,18970623
Auburn,-121.0769,38.8966,121,130,141,58,329,128,160,149,107,74,1,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,62.36,13.35,11.5,10,3.5,5.68,3.6,3.06,1.67,10,0,0.38,0.62,2.01,0.08,0.79,0.72,0.07,0.12,0.08,0,14205,0.099,6153913,3066017,16956440,27246957,-0.02,5176949,13623685,5383812,4994011,5176949,11711887,12944563,13438076,18944979,2480000,54245988,74925249,1869259,3164939,2299903
Avalon,-118.3278,33.3428,223,188,302,58,11,268,226,354,236,53,149,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,73.02,16.97,14.83,10,1.63,8.8,3.7,4.44,3.06,9.44,0.15,0.43,0.22,8.67,-0.07,0.4,0.74,0.02,0.07,0.32,0.03,3666,0.001,4202348,484424,5782171,26199275,0.67,4552307,10535444,2058271,4992369,4552307,11737274,13173137,9731943,10519383,0,31509701,42699709,626625,1943070,8305555
Azusa,-117.9056046,34.1338751,229,265,149,58,347,188,160,189,182,27,1,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,73.46,23.29,11.83,10,3.63,7.12,3.6,3.33,2.5,8.16,0,0.59,0.58,4.1,0.09,0.61,0.72,0.06,0.09,0.48,0,49238,0.116,21016698,5125137,78168033,133809964,0.79,24672194,41597869,8175057,18008711,24672194,39447907,44931012,46394361,82100562,0,229153625,317360436,8657791,12236010,63787107
Bakersfield,-119.019463,35.3738712,150,88,208,58,413,144,70,149,130,74,269,Moderate,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,65.44,9.87,13.24,10,5,6.08,3.45,3.06,1.94,10,2.8,0.25,0.41,2.03,0.2,0.74,0.69,0.07,0.11,0.1,0.56,385725,0.112,35194867,17370003,245055641,595392599,0.32,68680385,270217098,39497463,54581455,68680385,198092848,225733032,283108863,441885448,0,1006755589,1468182459,39820382,65898277,56993372
Baldwin Park,-117.9611761,34.0854739,144,173,177,58,109,102,389,271,236,15,1,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,65.05,16.16,12.5,10,2.75,4.64,4.85,3.89,3.06,7.2,0,0.46,0.5,6.44,0.02,0.92,0.97,0.04,0.07,0.6,0,74480,0.137,14199687,2206371,30111989,59834859,-0.02,14839130,32543440,15501574,15957014,14839130,31428916,32835839,32796215,2490802,52385000,209805873,216893350,2305408,4088681,36082226
Banning,-116.875289,33.9255685,252,228,104,58,388,211,51,189,208,74,325,Low,LOW,MODERATE,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,LOW,LOW,75.91,19.67,10.08,10,4.13,7.52,3.4,3.33,2.78,10,5,0.56,0.79,4.1,0.13,0.56,0.68,0.06,0.08,NA,NA,30380,0.122,10515606,2566561,60203102,76227266,-0.02,11755438,21132286,12178195,13053047,11755438,15164729,17984151,19156579,42886126,0,94490965,139584130,4655127,6105350,NA
Barstow,-117.0244313,34.8986215,24,28,255,25,402,93,294,27,107,20,160,Moderate,HIGH,LOW,HIGH,LOW,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,47.25,4.74,14.08,4.6,4.5,4.32,3.85,1.67,1.67,7.52,0.3,0.15,0.31,0.92,0.16,0.96,0.77,0.12,0.12,0.56,0.06,23581,0.114,1544186,1676373,12723401,40939936,-0.35,3926843,25889021,9163739,5843014,3926843,18327134,20897520,24529374,39159953,0,138207810,180340444,4885281,4911787,22758685
Beaumont,-116.9772,33.9295,280,309,1,58,153,337,294,271,296,74,325,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,79.23,30,0,10,2.88,10,3.85,3.89,3.61,10,5,0.76,2.34,4.85,0.03,0.24,0.77,0.04,0.05,NA,NA,51449,0.086,25783978,5311556,180082576,76877125,0.52,23840503,31504045,10315492,14980384,23840503,31849709,35166941,33915425,18207382,0,65065430,85006360,3228952,3992437,NA
Bell,-118.187,33.9775,115,309,24,58,153,37,36,40,41,27,1,Moderate,LOW,HIGH,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,61.98,30,3.17,10,2.88,1.92,3.35,1.94,0.56,8.16,0,0.9,1.62,8.42,0.03,1.26,0.67,0.11,0.16,0.48,0,34734,0.132,15125703,1797460,49663460,30589274,0.02,15835121,17514968,15340907,16306931,15835121,14298238,14504858,15214014,38509944,0,83578664,124711816,3427688,5041366,14794462
Bell Gardens,-118.1503953,33.9694561,56,150,276,58,73,83,160,271,41,1,1,Moderate,MODERATE,LOW,LOW,HIGH,HIGH,MODERATE,LOW,HIGH,HIGH,HIGH,53.8,14.76,14.49,10,2.5,4,3.6,3.89,0.56,0,0,0.43,0.26,7.35,0,1,0.72,0.04,0.16,1.82,0,40954,0.132,14178699,1930260,10450262,40286125,-0.06,13786955,32032663,15807322,17152208,13786955,29890601,32154094,29422738,40263528,0,113133194,156533907,1486470,6547287,73235620
Bellflower,-118.1167679,33.8825705,288,213,214,58,196,337,322,316,327,74,262,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,79.75,18.76,13.33,10,3,10,3.9,4.17,3.89,10,2.7,0.49,0.4,3.65,0.04,0.25,0.78,0.03,0.04,0.09,0.54,75162,0.146,11961944,3276942,22497922,55870242,0.14,15883099,32412123,12197416,13345680,15883099,30012089,29703177,32441023,13886635,0,50583226,65237472,1490094,2414455,5173181
Belmont,-122.2758,37.5202,183,215,42,58,238,216,116,149,208,74,262,Moderate,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,68.43,18.95,6.66,10,3.13,7.6,3.55,3.06,2.78,10,2.7,0.5,1.2,9.17,0.05,0.55,0.71,0.07,0.08,0.1,0.54,26533,0.054,15324084,1671251,86981804,72288892,0.12,15097166,30356801,12563014,17108249,15097166,25907745,27766132,28345876,39503265,0,101704817,142345429,5294110,6058029,7307314
Belvedere,-122.4644,37.8722,324,291,309,58,109,278,383,271,263,74,1,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,MODERATE,LOW,HIGH,84.4,25.77,15,10,2.75,8.96,4.7,3.89,3.33,10,0,0.68,0.02,5.51,0.02,0.38,0.94,0.04,0.06,0.15,0,2099,NA,5109331,926833,216915,9027150,0.13,4534030,6715644,3550424,3779900,4534030,7262596,7304762,7485851,1083290,2325000,23778286,25381722,329990,506310,1312304
Benicia,-122.1585777,38.049365,205,272,200,58,196,77,116,91,57,74,1,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,70.54,23.74,13.08,10,3,3.84,3.55,2.5,0.83,10,0,0.62,0.43,16.78,0.04,1.02,0.71,0.09,0.15,0.07,0,27988,0.073,27887693,1661844,32420538,75610302,0.14,29416251,47723225,23261888,29834626,29416251,43930155,45780054,47022887,69812506,7505307,188110115,263818482,6887225,11096385,5156586
Berkeley,-122.272863,37.8708393,90,177,138,58,302,26,24,40,1,58,196,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,58.44,16.33,11.41,10,3.38,1.28,3.3,1.94,0,9.6,1.2,0.44,0.63,2.3,0.07,1.34,0.66,0.11,0.18,0.3,0.24,122726,0.067,136050281,59095319,290286888,459569536,0.08,93248857,211493709,79987497,89538696,93248857,185351536,201089822,210940719,616409857,0,1276188030,1932567767,48506719,83133477,138387788
Beverly Hills,-118.3963062,34.0696501,232,270,172,58,109,175,160,61,161,74,1,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,LOW,HIGH,73.62,23.62,12.33,10,2.75,6.88,3.6,2.22,2.22,10,0,0.68,0.52,7.03,0.02,0.64,0.72,0.1,0.1,0.22,0,33001,0.103,229597401,32643668,219227893,421291590,-0.04,187515322,275606160,201389285,212182942,187515322,264499991,277245986,272906868,270746013,0,694596399,968190841,42146326,42081705,91457905
Big Bear Lake,-116.91018,34.2440587,230,99,200,58,269,297,341,189,391,74,325,Low,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,MODERATE,LOW,LOW,LOW,73.53,10.95,13.08,10,3.25,9.28,4,3.33,4.64,10,5,0.33,0.43,4.96,0.06,0.34,0.8,0.06,NA,NA,NA,5338,0.037,3739508,753531,21899207,51335551,-0.12,5584627,16846673,7386870,5206804,5584627,14270631,15093183,16069228,17525428,0,68963863,86489291,3058288,NA,NA
Biggs,-121.712751,39.4123876,254,309,11,58,109,337,257,354,355,74,1,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,76.19,30,1.08,10,2.75,10,3.75,4.44,4.17,10,0,1.24,1.87,22.16,0.02,0.14,0.75,0.02,0.03,0.02,0,2025,0.042,516182,23290,9782070,5222670,-0.05,947091,766379,1104829,818239,947091,714568,724485,745231,733000,0,2381951,3176779,94255,137872,79000
Bishop,-118.39524,37.363679,115,129,309,58,238,88,257,40,80,21,220,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,61.98,13.27,15,10,3.13,4.24,3.75,1.94,1.11,7.84,1.7,0.41,0.04,5.66,0.05,0.97,0.75,0.11,0.14,0.52,0.34,3778,0.071,2800989,494720,446072,11875861,-0.15,3200604,7801196,4650402,3070114,3200604,6428897,7467411,7046609,11506615,0,38005112,50566701,1298160,1647285,6131274
Blythe,-114.5937537,33.6134767,3,18,81,13,34,55,70,40,41,19,1,High,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,32.2,3,9.08,1.6,2.25,2.88,3.45,1.94,0.56,7.44,0,0.08,0.91,0.32,-0.02,1.14,0.69,0.11,0.16,0.57,0,19673,0.11,170331,526401,16684451,18326302,0.1,803845,9600391,696074,605992,803845,8518676,8006597,8217809,20934778,0,50243248,72622312,2004426,2889093,10523470
Brawley,-115.530267,32.9786566,68,24,229,32,269,191,376,316,236,74,1,Moderate,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,LOW,HIGH,55.7,4.34,13.58,5.6,3.25,7.2,4.5,4.17,3.06,10,0,0.11,0.37,1.12,0.06,0.6,0.9,0.03,0.07,0.15,0,26015,0.186,1017008,910938,13485147,36254172,0.63,1738411,15832621,671653,923915,1738411,14207428,15835728,16033723,7397749,14340000,86466683,96314107,977419,2397465,5334738
Brea,-117.888855,33.9170444,130,207,180,58,269,54,51,61,41,74,1,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,63.18,18.37,12.58,10,3.25,2.8,3.4,2.22,0.56,10,0,0.49,0.49,9.45,0.06,1.15,0.68,0.1,0.16,0.22,0,44484,0.086,39724477,4202244,57065538,116680979,0.11,33052973,67058253,27841764,34961498,33052973,58020291,65445918,64915055,133899223,0,294562841,432909581,11886373,18519263,25131999
Brentwood,-121.696026,37.9317766,243,227,100,58,153,337,352,230,263,74,212,Low,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,MODERATE,LOW,HIGH,74.96,19.61,9.83,10,2.88,10,4.1,3.61,3.33,10,1.6,0.54,0.82,5.92,0.03,0.23,0.82,0.05,0.06,0.2,0.32,65017,0.09,35573385,6005782,138304231,168182887,0.04,30404010,56639602,28386311,29675703,30404010,46550688,49729112,49165614,38582046,0,197780961,242572352,7573794,9351458,33959834
Buellton,-120.193669,34.6134727,380,309,309,58,302,337,294,354,355,74,1,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,90.84,30,15,10,3.38,10,3.85,4.44,4.17,10,0,0.79,0.01,15.91,0.07,0.16,0.77,0.02,0.03,0.17,0,5449,0.028,7242655,455160,139626,13715453,0.03,8478906,10733586,8311826,10291995,8478906,7805302,8632266,8909640,2255555,0,7948957,10361455,342541,390270,2332487
Buena Park,-117.9962165,33.870413,166,199,295,58,238,68,70,61,57,74,209,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,66.64,17.41,14.74,10,3.13,3.36,3.45,2.22,0.83,10,1.5,0.49,0.23,5.37,0.05,1.08,0.69,0.1,0.15,0.05,0.3,81269,0.108,33545991,6241175,24570458,108320263,0.01,34048098,69164087,33686796,35492696,34048098,62550900,70242813,68590095,116689434,0,272847174,395721449,10695595,16698916,5094656
Burbank,-118.307201,34.1812089,251,237,232,58,347,151,275,123,107,74,294,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,75.89,20.71,13.66,10,3.63,6.24,3.8,2.78,1.67,10,3.4,0.53,0.36,5.28,0.09,0.72,0.76,0.08,0.12,0.04,0.68,101866,0.141,102633000,19432000,191060000,532059000,0.19,95418000,180211000,68876000,89386000,95418000,152230000,172195000,178502000,376389000,4945000,1170558817,1549715117,40974942,61809431,20468000
Burlingame,-122.3473099,37.5780965,155,163,66,58,109,191,116,189,182,74,241,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,65.92,15.78,8.66,10,2.75,7.2,3.55,3.33,2.5,10,2.15,0.43,0.96,8.89,0.02,0.6,0.71,0.06,0.09,0.21,0.43,29557,0.058,43872033,4936224,124320422,129239873,0.06,33996224,79042728,31975603,41683853,33996224,71722983,84537342,72157859,69623079,8005000,187821185,264108088,7414650,11425281,27044503
Calabasas,-118.644097,34.1446643,276,286,81,58,34,337,341,354,327,74,1,Low,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,HIGH,79.01,25.35,9.08,10,2.25,10,4,4.44,3.89,10,0,0.73,0.91,6.21,-0.02,0.16,0.8,0.02,0.04,0.17,0,23688,0.088,13607322,2191612,40652232,44835412,-0.03,17635571,24119629,18725096,18986549,17635571,23245616,23438286,22495647,7123267,0,31700752,39622182,1106466,1648220,7507814
Calexico,-115.4963754,32.6668134,5,13,50,1,196,172,194,189,130,14,1,High,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,34.41,1.97,7,0,3,6.8,3.65,3.33,1.94,6.72,0,0.05,1.16,0,0.04,0.65,0.73,0.06,0.11,0.66,0,39547,0.341,0,781132,49294655,42374673,2.34,917032,17550123,-1776596,-321034,917032,17500150,18540943,18819612,27655588,0,82905134,113164896,2651326,4449351,27955092
Calimesa,-117.0619774,34.0039044,423,309,309,58,413,337,333,388,392,74,325,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,98.39,30,15,10,5,10,3.95,4.72,4.72,10,5,0.82,0.04,2.74,0.24,0.06,0.79,0.01,0.01,NA,NA,9913,0.081,7872026,2870242,562859,14996314,0.63,5547942,6804646,2135796,3945599,5547942,5578945,7603276,8403514,860069,0,3655586,4618536,122260,197313,NA
Calistoga,-122.579705,38.5787966,189,204,116,58,9,254,294,230,208,74,1,Moderate,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,68.94,18.06,10.58,10,1.5,8.56,3.85,3.61,2.78,10,0,0.52,0.73,9.88,-0.08,0.43,0.77,0.05,0.08,0.12,0,5286,0.102,5900780,597153,15233266,20918332,-0.04,6393169,12360524,6956983,7116007,6393169,12738465,13286601,10791823,8962820,0,33062283,42937259,1130430,1710156,2475635
Camarillo,-119.0383541,34.2176371,395,309,236,58,153,325,257,316,296,74,317,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,92.46,30,13.74,10,2.88,9.76,3.75,4.17,3.61,10,4.55,1.67,0.35,23.53,0.03,0.28,0.75,0.03,0.05,0,0.91,69521,0.075,70554925,2998830,37544795,107295320,0.03,66042224,39459975,62112044,62242876,66042224,40274486,43676301,42222460,29963123,0,90813792,121781268,3656877,4947866,477217
Campbell,-121.949,37.2872,132,134,262,58,81,88,160,27,57,74,266,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,LOW,HIGH,63.54,13.58,14.24,10,2.63,4.24,3.6,1.67,0.83,10,2.75,0.4,0.29,4.2,0.01,0.97,0.72,0.12,0.15,0.06,0.55,42427,0.064,23961647,5707813,17607202,61665631,-0.08,22272508,55362110,26480764,27027822,22272508,49686816,53069867,49631995,59956038,0,161211427,225432506,7304886,9515674,3854727
Canyon Lake,-117.262615,33.6836539,338,277,309,58,196,337,257,388,392,74,1,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,85.42,24.23,15,10,3,10,3.75,4.72,4.72,10,0,0.69,0.08,4.49,0.04,0.07,0.75,0.01,0.01,0.05,0,11310,0.046,4484770,998202,535088,6362935,-0.02,4054378,5913001,4239456,4472204,4054378,5090849,5351027,5480175,417619,0,1405680,1863445,66387,88855,298346
